pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21
"AB1 3JX","AB1  3JX","AB1 3JX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395292","0804851","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000121","01C39","S99999999","S01000071","S02000015","1","5C2","S00089087","S01006632","S02001258","S34003128","S03000012","S99999999","S99999999","1","7A1",57.134545,-2.079414,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3JY","AB1  3JY","AB1 3JY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395297","0804768","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000123","01C40","S99999999","S01000070","S02000015","1","5B4","S00089089","S01006635","S02001258","S34003135","S03000012","S99999999","S99999999","1","7A3",57.133799,-2.079330,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3JZ","AB1  3JZ","AB1 3JZ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395323","0804841","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000132","01C40","S99999999","S01000070","S02000015","1","5C2","S00089099","S01006635","S02001258","S34003135","S03000012","S99999999","S99999999","1","7B1",57.134455,-2.078902,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3LA","AB1  3LA","AB1 3LA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395250","0804907","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000121","01C39","S99999999","S01000071","S02000015","1","5C2","S00089087","S01006632","S02001258","S34003128","S03000012","S99999999","S99999999","1","7A1",57.135047,-2.080109,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3LB","AB1  3LB","AB1 3LB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395367","0804886","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000131","01C40","S99999999","S01000071","S02000015","1","5C2","S00089097","S01006632","S02001258","S34003135","S03000012","S99999999","S99999999","1","7B1",57.134860,-2.078176,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3LD","AB1  3LD","AB1 3LD","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395342","0804923","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000131","01C40","S99999999","S01000071","S02000015","1","5C2","S00089098","S01006632","S02001258","S34003135","S03000012","S99999999","S99999999","1","7B1",57.135192,-2.078589,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
"AB1 3LE","AB1  3LE","AB1 3LE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395453","0804905","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001419","01C40","S99999999","S01000070","S02000015","1","5C2","S00090464","S01006635","S02001258","S34003142","S03000012","S99999999","S99999999","1","3C2",57.135031,-2.076755,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3LF","AB1  3LF","AB1 3LF","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395498","0804993","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001420","01C40","S99999999","S01000070","S02000015","1","5B1","S00090465","S01006635","S02001258","S34003083","S03000012","S99999999","S99999999","1","7A3",57.135822,-2.076013,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3LG","AB1  3LG","AB1 3LG","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395797","0805147","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000144","01C40","S99999999","S01000082","S02000015","1","5C3","S00089111","S01006631","S02001258","S34003062","S03000012","S99999999","S99999999","1","7A1",57.137209,-2.071076,"S99999999","","S23000009",1207,"S99999999","S99999999","","",""
"AB1 3LH","AB1  3LH","AB1 3LH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395909","0805186","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000141","01C40","S99999999","S01000082","S02000015","1","5C2","S00089108","S01006631","S02001258","S34003038","S03000012","S99999999","S99999999","1","7B1",57.137560,-2.069226,"S99999999","","S23000009",1207,"S99999999","S99999999","","",""
"AB1 3LL","AB1  3LL","AB1 3LL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395334","0804774","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000132","01C40","S99999999","S01000070","S02000015","1","5C2","S00089099","S01006635","S02001258","S34003135","S03000012","S99999999","S99999999","1","7B1",57.133853,-2.078719,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3LN","AB1  3LN","AB1 3LN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395579","0804981","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000133","01C40","S99999999","S01000070","S02000015","1","5B2","S00089100","S01006635","S02001258","S34003083","S03000012","S99999999","S99999999","1","7C1",57.135715,-2.074675,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3LP","AB1  3LP","AB1 3LP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395577","0805013","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000133","01C40","S99999999","S01000070","S02000015","1","5B2","S00089100","S01006635","S02001258","S34003083","S03000012","S99999999","S99999999","1","7C1",57.136003,-2.074709,"S99999999","","S23000009",1480,"S99999999","S99999999","","",""
"AB1 3LQ","AB1  3LQ","AB1 3LQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395682","0805056","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001539","01C40","S99999999","S01000082","S02000015","1","5A2","S00090594","S01006631","S02001258","S34003083","S03000012","S99999999","S99999999","1","7D3",57.136390,-2.072975,"S99999999","","S23000009",1207,"S99999999","S99999999","","",""
"AB1 3LS","AB1  3LS","AB1 3LS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394742","0805300","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000102","01C39","S99999999","S01000084","S02000012","1","2A1","S00089068","S01006627","S02001257","S34003074","S03000012","S99999999","S99999999","1","7B1",57.138572,-2.088510,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3LT","AB1  3LT","AB1 3LT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394769","0805238","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000104","01C39","S99999999","S01000084","S02000012","1","5C2","S00089070","S01006628","S02001257","S34003074","S03000012","S99999999","S99999999","1","2C2",57.138015,-2.088063,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3LU","AB1  3LU","AB1 3LU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394796","0805202","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000103","01C39","S99999999","S01000078","S02000012","1","2A1","S00089070","S01006628","S02001257","S34003074","S03000012","S99999999","S99999999","1","2C2",57.137692,-2.087616,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3LX","AB1  3LX","AB1 3LX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394845","0805150","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001535","01C39","S99999999","S01000084","S02000012","1","5C2","S00090590","S01006627","S02001257","S34003083","S03000012","S99999999","S99999999","1","3C2",57.137226,-2.086805,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3LY","AB1  3LY","AB1 3LY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394905","0805121","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000103","01C39","S99999999","S01000078","S02000012","1","2A1","S00089069","S01006628","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.136966,-2.085813,"S99999999","","S23000009",2163,"S99999999","S99999999","","",""
"AB1 3NA","AB1  3NA","AB1 3NA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394972","0805099","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000107","01C39","S99999999","S01000084","S02000012","1","2A1","S00089073","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136769,-2.084706,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NB","AB1  3NB","AB1 3NB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395004","0805097","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000106","01C39","S99999999","S01000084","S02000012","1","2A1","S00089072","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136751,-2.084177,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3ND","AB1  3ND","AB1 3ND","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395044","0805098","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000106","01C39","S99999999","S01000084","S02000012","1","2A1","S00089072","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136761,-2.083516,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NE","AB1  3NE","AB1 3NE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395137","0805103","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000105","01C39","S99999999","S01000084","S02000012","1","2A1","S00089071","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","7B1",57.136807,-2.081980,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NF","AB1  3NF","AB1 3NF","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395675","0805114","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001539","01C40","S99999999","S01000082","S02000015","1","5A2","S00090594","S01006631","S02001258","S34003083","S03000012","S99999999","S99999999","1","7D3",57.136911,-2.073091,"S99999999","","S23000009",1207,"S99999999","S99999999","","",""
"AB1 3NH","AB1  3NH","AB1 3NH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395218","0805098","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001536","01C39","S99999999","S01000084","S02000012","1","5C2","S00090591","S01006627","S02001257","S34003083","S03000012","S99999999","S99999999","1","2C2",57.136763,-2.080641,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NJ","AB1  3NJ","AB1 3NJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394915","0805067","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000107","01C39","S99999999","S01000084","S02000012","1","2A1","S00089073","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136481,-2.085647,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NL","AB1  3NL","AB1 3NL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395007","0805061","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000106","01C39","S99999999","S01000084","S02000012","1","2A1","S00089072","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136428,-2.084127,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NN","AB1  3NN","AB1 3NN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395079","0805057","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001355","01C39","S99999999","S01000084","S02000012","1","2A1","S00090388","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136393,-2.082937,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NP","AB1  3NP","AB1 3NP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395199","0805064","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001355","01C39","S99999999","S01000084","S02000012","1","2A1","S00090388","S01006627","S02001257","S34003128","S03000012","S99999999","S99999999","1","2C2",57.136457,-2.080955,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NQ","AB1  3NQ","AB1 3NQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395319","0805112","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001535","01C39","S99999999","S01000084","S02000012","1","5C2","S00090589","S01006627","S02001257","S34003083","S03000012","S99999999","S99999999","1","3D2",57.136890,-2.078973,"S99999999","","S23000009",1238,"S99999999","S99999999","","",""
"AB1 3NR","AB1  3NR","AB1 3NR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","395290","0805070","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000136","01C40","S99999999","S01000071","S02000015","1","2A1","S00089103","S01006632","S02001258","S34003083","S03000012","S99999999","S99999999","1","2C2",57.136512,-2.079451,"S99999999","","S23000009",1288,"S99999999","S99999999","","",""
